"anio","municipio_id","municipio_nombre","region_sanitaria","establecimiento_nombre","dependencia","establecimiento_especialidad","cantidad_camas_criticas"
2011,60539,"Merlo","VII","Hospital Zonal General de Ag. Héroes de Malvinas","Provincial","Terapia intensiva neonatología",6
2011,60224,"Chivilcoy","X","Hospital Municipal de Chivilcoy","Municipal","Terapia intensiva",5
2011,60056,"Bahía Blanca","I","Hospital Municipal de Agudos Dr. Leónidas Lucero","Municipal","Terapia intensiva",13
2011,60760,"San Miguel","V","Hospital MunicipalDr. Raúl F. Larcade","Municipal","Terapia intensiva",5
2011,60760,"San Miguel","V","Hospital MunicipalDr. Raúl F. Larcade","Municipal","Terapia intensiva neonatología",9
2011,60805,"Tigre","V","Hospital Zonal General de Ag. M. V. de Martínez","Provincial","Terapia intensiva neonatología",12
2011,60560,"Moreno","VII","Hospital Zonal General M.L. De la Vega","Provincial","Terapia intensiva",10
2011,60560,"Moreno","VII","Hospital Zonal General M.L. De la Vega","Provincial","Terapia intensiva neonatología",23
2011,60049,"Azul","IX","Hospital Municipal Dr. Angel Pintos","Municipal","Cuidados especiales",15
2011,60049,"Azul","IX","Hospital Municipal Dr. Angel Pintos","Municipal","Terapia intensiva",6
2011,60084,"Benito Juárez","IX","Ente Descent. Hospital Dr. A. Saintout","Municipal","Terapia intensiva",5
2011,60105,"Bolívar","IX","Hospital Subzonal General Dr. M. A. Capredoni","Municipal","Terapia intensiva",6
2011,60322,"General La Madrid","IX","Hospital Municipal M. Etchegaray","Municipal","Terapia intensiva",4
2011,60448,"Laprida","IX","Hospital Dr. Pedro S. Sancholuz","Municipal","Terapia intensiva",5
2011,60595,"Olavarría","IX","Hospital Zonal Municipal Dr. Héctor Cura","Municipal","Terapia intensiva",7
2011,60595,"Olavarría","IX","Hospital Zonal Municipal Dr. Héctor Cura","Municipal","Unidad coronaria",5
2011,60532,"Mercedes","X","Hospital Zonal General de Agudos Blas Dubarry","Provincial","Terapia intensiva",6
2011,60602,"Patagones","I","Hospital Municipal de Agudos Dr. Pedro Ecay","Municipal","Terapia intensiva",4
2011,60196,"Coronel Pringles","I","Hospital Municipal Dr. Cabrera","Municipal","Terapia intensiva",4
2011,60203,"Coronel Suárez","I","Hospital Municipal de Cnel. Suárez","Municipal","Terapia intensiva",4
2011,60651,"Puán","I","Hospital Municipal Gobernador Ugarte","Municipal","Terapia intensiva",3
2011,60700,"Saavedra","I","Hospital y Maternidad Municipal O. F. Ducos","Municipal","Terapia intensiva",4
2011,60833,"Tres Arroyos","I","Hospital Ignacio Pirovano","Municipal","Terapia intensiva",5
2011,60861,"Vicente López","V","Hospital Municipal Dr. Bernardo Houssay","Municipal","Terapia intensiva",7
2011,60861,"Vicente López","V","Hospital Municipal Dr. Bernardo Houssay","Municipal","Unidad coronaria",8
2011,60861,"Vicente López","V","Instituto Maternidad Santa Rosa","Municipal","Terapia intensiva neonatología",19
2011,60252,"Escobar","V","Hospital Zonal General de Ag. Dr. E. Erill","Provincial","Terapia intensiva neonatología",7
2011,60252,"Escobar","V","Hospital Zonal General de Ag. Dr. E. Erill","Provincial","Cuidados intensivos",5
2011,60595,"Olavarría","IX","Hospital Zonal Municipal Dr. Héctor Cura","Municipal","Terapia intensiva infantil",7
2011,60672,"Rauch","IX","Hospital Municipal General E. Díaz Vélez","Municipal","Terapia intensiva",4
2011,60441,"La Plata","XI","Hospital Zonal General de Ag. San Roque","Provincial","Cuidados intensivos",12
2011,60441,"La Plata","XI","Hospital Interzonal Esp. de Ag. y Crón. Dr. A. Korn","Provincial","Terapia intensiva",7
2011,60147,"Carlos Casares","II","Hospital Municipal Dr. Julio F. Ramos","Municipal","Terapia intensiva",5
2011,60588,"9 de Julio","II","Hospital Zonal General de Ag. Julio de Vedia","Provincial","Terapia intensiva",3
2011,60826,"Trenque Lauquen","II","Hospital Municipal Dr. Pedro T. Orellana","Municipal","Terapia intensiva",12
2011,60847,"Tres Lomas","II","Hospital Municipal Dr. Domingo V. Girotti","Municipal","Terapia intensiva",1
2011,60371,"General San Martín","V","Hospital Interzonal General de Ag. Eva Perón","Provincial","Terapia intensiva",10
2011,60371,"General San Martín","V","Hospital Interzonal General de Ag. Eva Perón","Provincial","Terapia intensiva infantil",11
2011,60371,"General San Martín","V","Hospital Interzonal General de Ag. Eva Perón","Provincial","Terapia intensiva neonatología",11
2011,60371,"General San Martín","V","Hospital Interzonal General de Ag. Eva Perón","Provincial","Unidad coronaria",10
2011,60371,"General San Martín","V","Hospital Zonal General de Ag. General M. Belgrano","Provincial","Terapia intensiva",4
2011,60028,"Almirante Brown","VI","Hospital Zonal General de Ag. Dr. Lucio Meléndez","Provincial","Terapia intensiva",5
2011,60028,"Almirante Brown","VI","Hospital Zonal General de Ag. Dr. Lucio Meléndez","Provincial","Terapia intensiva infantil",8
2011,60028,"Almirante Brown","VI","Hospital Zonal General de Ag. Dr. Lucio Meléndez","Provincial","Terapia intensiva neonatología",8
2011,60028,"Almirante Brown","VI","Hospital Zonal General Ag. Dr. Arturo Oñativia","Provincial","Terapia intensiva",8
2011,60028,"Almirante Brown","VI","Hospital Zonal General Ag. Dr. Arturo Oñativia","Provincial","Terapia intensiva neonatología",8
2011,60035,"Avellaneda","VI","Hospital Municipal Dr. Eduardo Wilde","Municipal","Terapia intensiva",6
2011,60035,"Avellaneda","VI","Hospital Subzonal Maternidad Infantil Ana Goittia","Provincial","Terapia intensiva neonatología",5
2011,60035,"Avellaneda","VI","Hospital Interzonal General de Ag. Dr. Pedro Fiorito","Provincial","Terapia intensiva",12
2011,60035,"Avellaneda","VI","Hospital Interzonal General de Ag. Dr. Pedro Fiorito","Provincial","Unidad coronaria",6
2011,60035,"Avellaneda","VI","Hospital Interzonal General de Ag. Dr. Pedro Fiorito","Provincial","Cuidados intensivos",1
2011,60035,"Avellaneda","VI","Hospital Interzonal General de Ag. Pte. Perón","Provincial","Terapia intensiva",8
2011,60035,"Avellaneda","VI","Hospital Interzonal General de Ag. Pte. Perón","Provincial","Terapia intensiva neonatología",4
2011,60035,"Avellaneda","VI","Hospital Interzonal General de Ag. Pte. Perón","Provincial","Unidad coronaria",6
2011,60035,"Avellaneda","VI","Hospital Interzonal General de Ag. Pte. Perón","Provincial","Terapia intensiva infantil",4
2011,60091,"Berazategui","VI","Hospital Zonal General de Ag. Evita Pueblo","Provincial","Terapia intensiva",8
2011,60091,"Berazategui","VI","Hospital Zonal General de Ag. Evita Pueblo","Provincial","Terapia intensiva neonatología",25
2011,60260,"Esteban Echeverría","VI","Policlínico S. T. Santamarina","Municipal","Terapia intensiva",6
2011,60260,"Esteban Echeverría","VI","Policlínico S. T. Santamarina","Municipal","Terapia intensiva neonatología",7
2011,60270,"Ezeiza","VI","Hospital Interzonal General Agudos Eurnekian","Provincial","Terapia intensiva",12
2011,60270,"Ezeiza","VI","Hospital Interzonal General Agudos Eurnekian","Provincial","Terapia intensiva neonatología",8
2011,60274,"Florencio Varela","VI","Hospital Zonal General de Ag. Mi Pueblo","Provincial","Terapia intensiva",6
2011,60274,"Florencio Varela","VI","Hospital Zonal General de Ag. Mi Pueblo","Provincial","Terapia intensiva neonatología",24
2011,60274,"Florencio Varela","VI","Hospital de Alta Complejidad El Cruce","Provincial","Admisión paciente crítico",9
2011,60274,"Florencio Varela","VI","Hospital de Alta Complejidad El Cruce","Provincial","Terapia intensiva",16
2011,60274,"Florencio Varela","VI","Hospital de Alta Complejidad El Cruce","Provincial","Terapia intensiva infantil",16
2011,60274,"Florencio Varela","VI","Hospital de Alta Complejidad El Cruce","Provincial","Unidad coronaria",16
2011,60434,"Lanús","VI","Hospital Zonal General de Ag. Narciso López","Provincial","Terapia intensiva",4
2011,60434,"Lanús","VI","Hospital Zonal General de Ag. Narciso López","Provincial","Unidad coronaria",4
2011,60434,"Lanús","VI","Hospital Zonal General de Ag. Narciso López","Provincial","Terapia intensiva neonatología",4
2011,60434,"Lanús","VI","Hospital Interzonal General de Ag. Evita","Provincial","Terapia intensiva",8
2011,60434,"Lanús","VI","Hospital Interzonal General de Ag. Evita","Provincial","Unidad coronaria",8
2011,60434,"Lanús","VI","Hospital Interzonal General de Ag. Evita","Provincial","Cuidados intensivos pediátricos",4
2011,60434,"Lanús","VI","Hospital Interzonal General de Ag. Evita","Provincial","Terapia intensiva neonatología",8
2011,60490,"Lomas de Zamora","VI","Hospital Maternidad Infantil Dr. Oscar E. Alende","Municipal","Terapia intensiva infantil",5
2011,60490,"Lomas de Zamora","VI","Hospital Maternidad Infantil Dr. Oscar E. Alende","Municipal","Terapia intensiva neonatología",6
2011,60490,"Lomas de Zamora","VI","Hospital Interzonal General de Ag. Luisa C. de Gandulfo","Provincial","Terapia intensiva",8
2011,60490,"Lomas de Zamora","VI","Hospital Interzonal General de Ag. Luisa C. de Gandulfo","Provincial","Unidad coronaria",5
2011,60490,"Lomas de Zamora","VI","Hospital Interzonal General de Ag. Luisa C. de Gandulfo","Provincial","Terapia intensiva neonatología",16
2011,60658,"Quilmes","VI","Hospital Subzonal Esp. Maternidad Infantil Dr. Eduardo Oller","Municipal","Terapia intensiva neonatología",10
2011,60658,"Quilmes","VI","Hospital Zonal General de Ag. Dr. I. Iriarte","Provincial","Terapia intensiva",10
2011,60568,"Morón","VII","Hospital Municipal O. B. de Lavignolle","Municipal","Terapia intensiva",6
2011,60568,"Morón","VII","Hospital Municipal O. B. de Lavignolle","Municipal","Terapia intensiva neonatología",9
2011,60568,"Morón","VII","Hospital Interzonal General de Ag. Prof. Dr. L. Güemes","Provincial","Terapia intensiva",10
2011,60568,"Morón","VII","Hospital Nacional Dr. Posadas","Nacional","Cuidados especiales infantiles",11
2011,60568,"Morón","VII","Hospital Nacional Dr. Posadas","Nacional","Terapia intensiva",11
2011,60568,"Morón","VII","Hospital Nacional Dr. Posadas","Nacional","Terapia intensiva infantil",19
2011,60568,"Morón","VII","Hospital Nacional Dr. Posadas","Nacional","Terapia intensiva neonatología",36
2011,60568,"Morón","VII","Hospital Nacional Dr. Posadas","Nacional","Unidad coronaria",10
2011,60042,"Ayacucho","VIII","Hospital Local Municipal Dr. Pedro Solanet","Municipal","Terapia intensiva",5
2011,60063,"Balcarce","VIII","Hospital Subzonal Municipal de Balcarce","Municipal","Terapia intensiva",7
2011,60280,"General Alvarado","VIII","Hospital Municipal Dr. Mariano Cassano","Municipal","Terapia intensiva",4
2011,60315,"General Juan Madariaga","VIII","Hospital Municipal Ana R. S. de Martínez Guerrero","Municipal","Terapia intensiva",2
2011,60357,"General Pueyrredón","VIII","Hospital Interzonal Esp. Maternidad Infantil Don V. Tetamanti","Provincial","Terapia intensiva infantil",8
2011,60357,"General Pueyrredón","VIII","Hospital Interzonal Esp. Maternidad Infantil Don V. Tetamanti","Provincial","Terapia intensiva neonatología",15
2011,60357,"General Pueyrredón","VIII","Hospital Interzonal General de Ag. Dr. O. Alende","Provincial","Terapia intensiva",19
2011,60357,"General Pueyrredón","VIII","Hospital Interzonal General de Ag. Dr. O. Alende","Provincial","Unidad coronaria",8
2011,60420,"La Costa","VIII","Hospital Municipal Carlos F. Macías","Municipal","Cuidados especiales",2
2011,60420,"La Costa","VIII","Hospital Municipal Carlos F. Macías","Municipal","Terapia intensiva",5
2011,60420,"La Costa","VIII","Unidad Municipal Roberto L. Dios","Municipal","Terapia intensiva",2
2011,60476,"Lobería","VIII","Hospital Municipal Gaspar Campos","Municipal","Terapia intensiva",4
2011,60511,"Maipú","VIII","Hospital Subzonal de Maipú","Municipal","Terapia intensiva",4
2011,60581,"Necochea","VIII","Hospital Municipal Dr. Emilio Ferreyra","Municipal","Terapia intensiva",6
2011,60742,"San Cayetano","VIII","Hospital Municipal Alberto Menditeguy","Municipal","Terapia intensiva",4
2011,60791,"Tandil","VIII","Hospital Municipal Ramón Santamarina","Municipal","Terapia intensiva",6
2011,60868,"Villa Gesell","VIII","Hospital Municipal de Ag. Dr. Arturo Illia","Municipal","Terapia intensiva",4
2011,60693,"Roque Pérez","X","Hospital MunicipalDr. R. Carrillo","Municipal","Cuidados especiales",2
2011,60854,"25 de Mayo","X","Hospital Subzonal Saturnino Unzué","Municipal","Terapia intensiva",8
2011,60441,"La Plata","XI","Hospital Interzonal General de Ag. Prof. Dr. Rodolfo Rossi","Provincial","Terapia intensiva",6
2011,60441,"La Plata","XI","Hospital Interzonal General de Ag. Prof. Dr. Rodolfo Rossi","Provincial","Unidad coronaria",7
2011,60441,"La Plata","XI","Hospital Zonal Esp. Dr. Noel H. Sbarra","Provincial","Cuidados especiales infantiles",18
2011,60441,"La Plata","XI","Hospital Interzonal de Ag. Esp. en Pediatría Sor María Ludovica","Provincial","Terapia intensiva infantil",24
2011,60441,"La Plata","XI","Hospital Interzonal de Ag. Esp. en Pediatría Sor María Ludovica","Provincial","Quemados infantil",3
2011,60441,"La Plata","XI","Hospital Interzonal de Ag. y Crón. San Juan de Dios","Provincial","Terapia intensiva",6
2011,60441,"La Plata","XI","Hospital Interzonal de Ag. y Crón. San Juan de Dios","Provincial","Unidad coronaria",11
2011,60441,"La Plata","XI","Hospital Interzonal General de Ag. General San Martín","Provincial","Terapia intensiva",13
2011,60441,"La Plata","XI","Hospital Interzonal General de Ag. General San Martín","Provincial","Quemado",10
2011,60441,"La Plata","XI","Hospital Interzonal General de Ag. General San Martín","Provincial","Unidad coronaria",7
2011,60778,"San Vicente","XI","Hospital Subzonal General Dr. R. Carrillo","Municipal","Terapia intensiva",4
2011,60427,"La Matanza","XII","Hospital Maternidad Infantil Dra. T. L. Germani","Municipal","Cuidados especiales",2
2011,60427,"La Matanza","XII","Hospital Municipal de Niños de San Justo","Municipal","Terapia intensiva infantil",7
2011,60427,"La Matanza","XII","Policlínico Central San Justo","Municipal","Cuidados especiales",3
2011,60427,"La Matanza","XII","Policlínico Central San Justo","Municipal","Cuidados especiales infantiles",1
2011,60427,"La Matanza","XII","Hospital Interzonal General de Ag. Dr. Paroissien","Provincial","Terapia intensiva",6
2011,60427,"La Matanza","XII","Hospital Interzonal General de Ag. Dr. Paroissien","Provincial","Unidad coronaria",5
2011,60427,"La Matanza","XII","Hospital Interzonal General de Ag. Dr. Paroissien","Provincial","Terapia intensiva neonatología",11
2011,60427,"La Matanza","XII","Hospital Zonal de Ag. de González Catán Km.32","Provincial","Terapia intensiva",11
2011,60413,"Junín","III","Hospital Interzonal General de Ag. Abraham Piñeyro","Provincial","Cuidados especiales infantiles",20
2011,60413,"Junín","III","Hospital Interzonal General de Ag. Abraham Piñeyro","Provincial","Terapia intensiva",8
2011,60413,"Junín","III","Hospital Interzonal General de Ag. Abraham Piñeyro","Provincial","Terapia intensiva infantil",5
2011,60413,"Junín","III","Hospital Interzonal General de Ag. Abraham Piñeyro","Provincial","Terapia intensiva neonatología",13
2011,60412,"José C. Paz","V","Hospital Zonal de Ag. Gob. Domingo Mercante","Provincial","Terapia intensiva",8
2011,60749,"San Fernando","V","Hospital Zonal General de Ag. Petrona V. de Cordero","Provincial","Terapia intensiva",14
2011,60749,"San Fernando","V","Hospital Zonal General de Ag. Petrona V. de Cordero","Provincial","Terapia intensiva infantil",7
2011,60658,"Quilmes","VI","Hospital Zonal General de Ag. Dr. I. Iriarte","Provincial","Terapia intensiva neonatología",13
2011,60049,"Azul","IX","Hospital Zonal Esp. Maternidad Infantil A. Diego","Provincial","Cuidados especiales infantiles",3
2011,60049,"Azul","IX","Hospital Zonal Esp. Maternidad Infantil A. Diego","Provincial","Terapia intensiva infantil",5
2011,60547,"Monte","XI","Hospital Zenón Videla Dorna","Provincial","Terapia intensiva",4
2011,60056,"Bahía Blanca","I","Hospital Interzonal General de Ag. Dr. J. Penna","Provincial","Terapia intensiva",8
2011,60056,"Bahía Blanca","I","Hospital Interzonal General de Ag. Dr. J. Penna","Provincial","Terapia intensiva infantil",8
2011,60882,"Zárate","V","Hospital Zonal General de Ag. Virgen del Carmen","Provincial","Terapia intensiva",8
2011,60805,"Tigre","V","Hospital Zonal General de Ag. M. V. de Martínez","Provincial","Cuidados especiales infantiles",8
2011,60805,"Tigre","V","Hospital Zonal General de Ag. M. V. de Martínez","Provincial","Terapia intensiva",8
2011,60861,"Vicente López","V","Hospital Zonal del Tórax Dr. Cetrángolo","Provincial","Terapia intensiva",6
2011,60840,"Tres de Febrero","VII","Hospital Zonal General de Ag. Prof. Dr. R. Carrillo","Provincial","Terapia intensiva",7
2011,60840,"Tres de Febrero","VII","Hospital Zonal General de Ag. Prof. Dr. R. Carrillo","Provincial","Unidad coronaria",6
2011,60840,"Tres de Febrero","VII","Hospital Zonal General de Agudos Dr. C. A. Bocalandro","Provincial","Terapia intensiva",8
2011,60840,"Tres de Febrero","VII","Hospital Zonal General de Agudos Dr. C. A. Bocalandro","Provincial","Unidad coronaria",4
2011,60049,"Azul","IX","Hospital Zonal Esp. Maternidad Infantil A. Diego","Provincial","Terapia intensiva neonatología",12
2011,60455,"Las Flores","IX","Hospital Zonal General de Las Flores","Provincial","Cuidados especiales",3
2011,60455,"Las Flores","IX","Hospital Zonal General de Las Flores","Provincial","Terapia intensiva",5
2011,60707,"Saladillo","X","Hospital Zonal General Dr. A. Posadas","Provincial","Terapia intensiva",4
2011,60648,"Presidente Perón","XI","Hospital Zonal General de Ag. Dra. Cecilia Grierson","Provincial","Terapia intensiva",4
2011,60648,"Presidente Perón","XI","Hospital Zonal General de Ag. Dra. Cecilia Grierson","Provincial","Terapia intensiva neonatología",5
2011,60655,"Punta Indio","XI","Hospital de la Comunidad Dr. Guillermo Hernández","Municipal","Terapia intensiva",2
2012,60126,"Campana","V","Hospital San José","Municipal","Cuidados intensivos",4
2012,60266,"Exaltación de la Cruz","V","Hospital Municipal San José","Municipal","Terapia intensiva",4
2012,60371,"General San Martín","V","Hospital Municipal Dr. D. E. Thompson","Municipal","Cuidados intensivos",7
2012,60364,"General Rodríguez","VII","Hospital Interzonal General de Ag. Vte. Lopez y Planes","Provincial","Terapia intensiva",11
2012,60364,"General Rodríguez","VII","Hospital Interzonal General de Ag. Vte. Lopez y Planes","Provincial","Terapia intensiva infantil",5
2012,60364,"General Rodríguez","VII","Hospital Interzonal General de Ag. Vte. Lopez y Planes","Provincial","Terapia intensiva neonatología",22
2012,60364,"General Rodríguez","VII","Hospital Nacional Dr. Baldomero Sommer","Nacional","Cuidados intensivos",17
2012,60021,"Alberti","X","Hospital Municipal Ntra. Sra. de la Merced","Municipal","Terapia intensiva",4
2012,60098,"Berisso","XI","Hospital Zonal General de Agudos Dr. M. V. Larraín","Provincial","Terapia intensiva",9
2012,60218,"Chascomús","XI","Hospital San Vicente de Paul","Municipal","Terapia intensiva",6
2012,60119,"Brandsen","XI","Hospital Municipal Dr. Francisco Caram","Municipal","Terapia intensiva",4
2012,60210,"Chacabuco","III","Hospital Municipal Ntra. Sra. del Carmen","Municipal","Terapia intensiva",3
2012,60351,"General Pinto","III","Hospital Municipal Dr. Alberto L. Videla","Municipal","Terapia intensiva",4
2012,60515,"Malvinas Argentinas","V","Centro de Alta Complejidad Cardiovasc. Pte. J. D. Perón","Municipal","Unidad coronaria",32
2012,60515,"Malvinas Argentinas","V","Hospital Municipal de Trauma y Emerg. Dr. F. A. Abete","Municipal","Terapia intensiva",34
2012,60515,"Malvinas Argentinas","V","Hospital Municipal de Trauma y Emerg. Dr. F. A. Abete","Municipal","Terapia intensiva infantil",22
2012,60515,"Malvinas Argentinas","V","Hospital Municipal de Rehabilitación Dr. A Drozdowski","Municipal","Terapia intensiva",11
2012,60497,"Luján","VII","Hospital Municipal Ntra. Sra. de Luján","Municipal","Terapia intensiva",7
2012,60497,"Luján","VII","Colonia Nacional Dr. Manuel A. Montes de Oca","Nacional","Cuidados especiales",8
2012,60525,"Marcos Paz","VII","Hospital Dr. Hétor J. D'Agnillo","Municipal","Terapia intensiva",7
2012,60112,"Bragado","X","Hospital Municipal San Luis","Municipal","Terapia intensiva",3
2012,60238,"Dolores","XI","Unidad Hospitalaria San Roque","Municipal","Terapia intensiva",6
2012,60301,"General Belgrano","XI","Hospital Municipal Juan E. de la Fuente","Municipal","Terapia intensiva",3
2012,60469,"Lincoln","III","HospitalSubzonal Municipal Dr. R. O. Miravalle","Municipal","Terapia intensiva",4
2012,60077,"Arrecifes","IV","Hospital Municipal Santa Francisca Romana","Municipal","Terapia intensiva",4
2012,60070,"Baradero","IV","Hospital Subzonal General Dr. L. Piñeiro","Municipal","Terapia intensiva",4
2012,60175,"Colón","IV","Hospital Municipal de Colón","Municipal","Terapia intensiva",4
2012,60686,"Rojas","IV","Hospital Subzonal General S. Unzué","Municipal","Terapia intensiva",5
2012,60714,"Salto","IV","Hospital Municipal de Salto ""Presidente J. D. Perón""","Municipal","Terapia intensiva",4
2012,60728,"San Andrés de Giles","IV","Hospital Municipal San Andrés","Municipal","Terapia intensiva",6
2012,60728,"San Andrés de Giles","IV","Hospital Municipal San Andrés","Municipal","Unidad coronaria",5
2012,60638,"Pilar","V","Hospital Central de Pilar Juan C. Sanguinetti","Municipal","Terapia intensiva",16
2012,60756,"San Isidro","V","Hospital Municipal Maternidad Inf. Comodoro H. Meisner","Municipal","Terapia intensiva neonatología",20
2012,60638,"Pilar","V","Hospital Municipal Pediátrico Dr. F. Falcón","Municipal","Terapia intensiva infantil",4
2012,60749,"San Fernando","V","Hospital Maternidad Infantil de San Isidron Dr. C. Gianantonio","Municipal","Terapia intensiva infantil",6
2012,60756,"San Isidro","V","Hospital Central Municipal de San Isidro","Municipal","Terapia intensiva",14
2012,60756,"San Isidro","V","Hospital Maternidad Infantil de San Isidron Dr. C. Gianantonio","Municipal","Terapia intensiva neonatología",10
2012,60539,"Merlo","VII","Hospital Municipal Eva Perón","Municipal","Terapia intensiva",14
2012,60539,"Merlo","VII","Hospital Zonal General de Ag. Héroes de Malvinas","Provincial","Terapia intensiva",6
2012,60539,"Merlo","VII","Hospital Zonal General de Ag. Héroes de Malvinas","Provincial","Unidad coronaria",4
2012,60539,"Merlo","VII","Hospital Zonal General de Ag. Héroes de Malvinas","Provincial","Terapia intensiva neonatología",6
2012,60049,"Azul","IX","Hospital Municipal Dr. Angel Pintos","Municipal","Cuidados especiales",15
2012,60049,"Azul","IX","Hospital Municipal Dr. Angel Pintos","Municipal","Terapia intensiva",6
2012,60084,"Benito Juárez","IX","Ente Descent. Hospital Dr. A. Saintout","Municipal","Terapia intensiva",5
2012,60224,"Chivilcoy","X","Hospital Municipal de Chivilcoy","Municipal","Terapia intensiva",5
2012,60056,"Bahía Blanca","I","Hospital Municipal de Agudos Dr. Leónidas Lucero","Municipal","Terapia intensiva",13
2012,60602,"Patagones","I","Hospital Municipal de Agudos Dr. Pedro Ecay","Municipal","Terapia intensiva",4
2012,60196,"Coronel Pringles","I","Hospital Municipal Dr. Cabrera","Municipal","Terapia intensiva",4
2012,60203,"Coronel Suárez","I","Hospital Municipal de Cnel. Suárez","Municipal","Terapia intensiva",4
2012,60651,"Puán","I","Hospital Municipal Gobernador Ugarte","Municipal","Terapia intensiva",3
2012,60700,"Saavedra","I","Hospital y Maternidad Municipal O. F. Ducos","Municipal","Terapia intensiva",4
2012,60833,"Tres Arroyos","I","Hospital Ignacio Pirovano","Municipal","Terapia intensiva",5
2012,60735,"San Antonio de Areco","IV","Hospital Municipal Emilio Zerboni","Municipal","Terapia intensiva",4
2012,60770,"San Pedro","IV","Hospital Subzonal General Dr. E. Ruffo(336)","Municipal","Terapia intensiva",4
2012,60161,"Carmen de Areco","IV","Hospital Local General Ntra. Sra. del Carmen","Provincial","Terapia intensiva",4
2012,60623,"Pergamino","IV","Hospital Interzonal General de Ag. San José","Provincial","Cuidados intensivos",10
2012,60623,"Pergamino","IV","Hospital Interzonal General de Ag. San José","Provincial","Terapia intensiva",6
2012,60623,"Pergamino","IV","Hospital Interzonal General de Ag. San José","Provincial","Terapia intensiva infantil",4
2012,60623,"Pergamino","IV","Hospital Interzonal General de Ag. San José","Provincial","Unidad coronaria",1
2012,60763,"San Nicolás","IV","Hospital Interzonal General de Ag. San Felipe","Provincial","Terapia intensiva",12
2012,60763,"San Nicolás","IV","Hospital Interzonal General de Ag. San Felipe","Provincial","Terapia intensiva infantil",8
2012,60763,"San Nicolás","IV","Hospital Interzonal General de Ag. San Felipe","Provincial","Terapia intensiva neonatología",13
2012,60760,"San Miguel","V","Hospital MunicipalDr. Raúl F. Larcade","Municipal","Terapia intensiva",5
2012,60760,"San Miguel","V","Hospital MunicipalDr. Raúl F. Larcade","Municipal","Terapia intensiva neonatología",9
2012,60805,"Tigre","V","Hospital Zonal General de Ag. M. V. de Martínez","Provincial","Terapia intensiva neonatología",12
2012,60560,"Moreno","VII","Hospital Zonal General M.L. De la Vega","Provincial","Terapia intensiva",10
2012,60560,"Moreno","VII","Hospital Zonal General M.L. De la Vega","Provincial","Terapia intensiva neonatología",23
2012,60105,"Bolívar","IX","Hospital Subzonal General Dr. M. A. Capredoni","Municipal","Terapia intensiva",6
2012,60322,"General La Madrid","IX","Hospital Municipal M. Etchegaray","Municipal","Terapia intensiva",4
2012,60448,"Laprida","IX","Hospital Dr. Pedro S. Sancholuz","Municipal","Terapia intensiva",5
2012,60595,"Olavarría","IX","Hospital Zonal Municipal Dr. Héctor Cura","Municipal","Terapia intensiva",7
2012,60595,"Olavarría","IX","Hospital Zonal Municipal Dr. Héctor Cura","Municipal","Unidad coronaria",5
2012,60595,"Olavarría","IX","Hospital Zonal Municipal Dr. Héctor Cura","Municipal","Terapia intensiva infantil",7
2012,60672,"Rauch","IX","Hospital Municipal General E. Díaz Vélez","Municipal","Terapia intensiva",4
2012,60532,"Mercedes","X","Hospital Zonal General de Agudos Blas Dubarry","Provincial","Terapia intensiva",6
2012,60147,"Carlos Casares","II","Hospital Municipal Dr. Julio F. Ramos","Municipal","Terapia intensiva",5
2012,60588,"9 de Julio","II","Hospital Zonal General de Ag. Julio de Vedia","Provincial","Terapia intensiva",3
2012,60826,"Trenque Lauquen","II","Hospital Municipal Dr. Pedro T. Orellana","Municipal","Terapia intensiva",12
2012,60847,"Tres Lomas","II","Hospital Municipal Dr. Domingo V. Girotti","Municipal","Terapia intensiva",1
2012,60861,"Vicente López","V","Hospital Municipal Dr. Bernardo Houssay","Municipal","Terapia intensiva",6
2012,60861,"Vicente López","V","Hospital Municipal Dr. Bernardo Houssay","Municipal","Unidad coronaria",7
2012,60861,"Vicente López","V","Instituto Maternidad Santa Rosa","Municipal","Terapia intensiva neonatología",13
2012,60252,"Escobar","V","Hospital Zonal General de Ag. Dr. E. Erill","Provincial","Terapia intensiva neonatología",7
2012,60252,"Escobar","V","Hospital Zonal General de Ag. Dr. E. Erill","Provincial","Cuidados intensivos",5
2012,60028,"Almirante Brown","VI","Hospital Zonal General de Ag. Dr. Lucio Meléndez","Provincial","Terapia intensiva",5
2012,60028,"Almirante Brown","VI","Hospital Zonal General de Ag. Dr. Lucio Meléndez","Provincial","Terapia intensiva infantil",8
2012,60028,"Almirante Brown","VI","Hospital Zonal General de Ag. Dr. Lucio Meléndez","Provincial","Terapia intensiva neonatología",8
2012,60028,"Almirante Brown","VI","Hospital Zonal General Ag. Dr. Arturo Oñativia(274)","Provincial","Terapia intensiva",8
2012,60028,"Almirante Brown","VI","Hospital Zonal General Ag. Dr. Arturo Oñativia(274)","Provincial","Terapia intensiva neonatología",7
2012,60035,"Avellaneda","VI","Hospital Municipal Dr. Eduardo Wilde","Municipal","Terapia intensiva",6
2012,60035,"Avellaneda","VI","Hospital Subzonal Maternidad Infantil Ana Goittia(31)","Provincial","Terapia intensiva neonatología",3
2012,60035,"Avellaneda","VI","Hospital Interzonal General de Ag. Dr. Pedro Fiorito","Provincial","Terapia intensiva",12
2012,60035,"Avellaneda","VI","Hospital Interzonal General de Ag. Dr. Pedro Fiorito","Provincial","Unidad coronaria",6
